skill_name,category,category_detail,category_source,match_type,broad_bucket
national association of realtors online database,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
national crime information center (ncic) database,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
ncr teradata warehouse miner,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
nosql,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
object database management system odbms,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
object oriented data base management software,Data management and query software,43232300,UNSPSC,exact,Data & analytics
online advertising reporting software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
online computer library center (oclc) databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
online databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
online image and graphics database software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
online library databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
online reference databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
operational databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
oracle beehive,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
oracle business intelligence discoverer,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
oracle business intelligence suite,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
oracle database,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
oracle eloqua,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
oracle pl/sql,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
oracle siebel crm,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
oracle siebel marketing resource management,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
oracle sql developer,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
oracle sql loader,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
oracle sql plus,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
pentagon 2000sql,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
performance database software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
portal server software,Data management and query software,43232300,UNSPSC,exact,Data & analytics
postgresql,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
product producer databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
qlik tech qlikview,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
redgate sql server,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
redis,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
relational database management software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
relational database management system rdms,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
relational database software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
report generation software,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
reporting software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
salesforce software,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
salesforce visualforce,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
salesforce.com salesforce crm,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
sap business intelligence,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
sap sybase sql anywhere,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
sas,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
sas/connect,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
scheduling databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
sequence database software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
sisense prism,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
smithsonian institution digital archives,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
snowflake,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
spectroscopy databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
statacorp stata,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
statistics databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
structure query language sql,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
structured query language sql,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
style guide databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
sugar crm,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
sugarcrm sugar ux,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
tableau,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
technical manual database software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
telemation e-crm,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
teradata database,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
teradata fastexport,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
teradata parallel transporter,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
teradata tpump,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
tibco spotfire,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
time reporting software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
topaz software symplifi (crm feature),Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
topographic database software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
tradetools monthly u.s. economic database,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
traffic record databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
transact-sql,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
transaction server software,Data management and query software,43232300,UNSPSC,exact,Data & analytics
virage vs archive,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
webtrends analytics,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
aasofttech web organization chart,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
active data online webchat,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
ada,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
advanced business application programming abap,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
agile product lifecyle management plm,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
agilent chemstation,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
ajax,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
ansible software,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
apache maven,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
apache subversion svn,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
api navigator,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
app software associations apptrak.net,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
atlassian bamboo,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
atlassian bitbucket,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
atlassian confluence,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
atlassian jira,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
bootstrap,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
bugzilla,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
ca etrust,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
capital codeworks menumax,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
chef,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
coffeecup the html editor,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
compiler and decompiler software,Development software,43232400,UNSPSC,exact,Development & infrastructure
concurrent versions systems,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
configuration management software,Development software,43232400,UNSPSC,exact,Development & infrastructure
consilience software maven insurance automation suite,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
corel webdraw,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
culinary software services cheftec,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
development environment software,Development software,43232400,UNSPSC,exact,Development & infrastructure
dfa capital management gems,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
diagnostic and procedural coding software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
docker,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
drug coding software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
enabl-u technologies apis,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
enterprise application integration eai software,Development software,43232400,UNSPSC,fuzzy,Development & infrastructure
enterprise application integration software,Development software,43232400,UNSPSC,exact,Development & infrastructure
ext js,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
formula translation/translator fortran,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
fused deposition modeling fdm rapid prototyping systems,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
git,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
github,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
gitlab,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
go,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
google angular,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
google webmaster tools,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
graphical user interface development software,Development software,43232400,UNSPSC,exact,Development & infrastructure
graphical user interface gui design software,Development software,43232400,UNSPSC,fuzzy,Development & infrastructure
graphpad software graphpad prism,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
graphql,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
hcss heavybid,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
hcss heavyjob,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
hp webinspect,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
hypertext preprocessor php,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
ibm terraform,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
ibm websphere,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
ibm websphere mq,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
infor ssa human capital management,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
information builders webfocus,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
ixl learning quia web,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
javascript,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
javascript object notation json,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
jenkins ci,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
jquery,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
junit,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
kubernetes,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
logic programming software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
mapinfo professional,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
microsoft .net framework,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
microsoft activex,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
microsoft asp.net,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
microsoft directx,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
microsoft powershell,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
microsoft visual basic,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
microsoft visual basic for applications vba,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
microsoft visual basic scripting edition vbscript,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
microsoft visual basic.net,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
microsoft visual c# .net,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
microsoft visual foxpro,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
microsoft visual studio,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
new world systems logos.net,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
node.js,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
object or component oriented development software,Development software,43232400,UNSPSC,exact,Development & infrastructure
object oriented programming software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
oracle agile product lifecycle management plm,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
oracle java,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
perl,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
php,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
program testing software,Development software,43232400,UNSPSC,exact,Development & infrastructure
puppet,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
python,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
python tools for visual studio (ptvs),Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
quadralay webworks epublisher,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
qualcomm viaweb,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
questaweb trademaster qw,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
rapid application development rad software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
rapid prototyping software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
rapid-i rapidminer,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
rapid7 software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
react,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
real estate application contract transmission react software,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
red hat ansible engine,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
requirements analysis and system architecture software,Development software,43232400,UNSPSC,exact,Development & infrastructure
requirements analysis software,Development software,43232400,UNSPSC,fuzzy,Development & infrastructure
restful api,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
ruby,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
ruby on rails,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
s&p capital iq,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
sawtooth ssi web,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
scala,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
secure web gateway software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
selenium,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
sonarqube,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
spring boot,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
spring framework,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
standard & poor's capital iq compustat,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
stereolithography sla rapid prototyping systems,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
sun microsystems java,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
swift,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
techsmith snagit,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
typescript,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
vue.js,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
vulkan graphics api,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web box activity tracing system webbats,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web broswer software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web browser software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web conferencing software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web content management system cms software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web design software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web editing software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web information solutions pocket informant,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web page design and editing software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web page design software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web platform development software,Development software,43232400,UNSPSC,exact,Development & infrastructure
web scrapbook,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web-based dispatch software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web-based information systems,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web-based trading systems,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
web-est estimating software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
webex sales center,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
webex weboffice,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
webfocus,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
websense data loss prevention,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
website creation software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
website development software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
website management software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
webtrends software,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
wilcomp software renweb,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
wordweb,Development software,keyword_assigned,UNSPSC,keyword,Development & infrastructure
workschedule.net,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
worldspan go!,Development software,UNSPSC,UNSPSC,keyword_extended,Development & infrastructure
abstraction plus reference plus synthesis a++,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
active network eventregister,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
aighd oasis,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
aris global register,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
basis bbx visualpro/5,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
blackboard collaborate,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
blackboard learn,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
blackboard learning system,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
blackboard software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
blackboard wimba,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
business analysis software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
cartesis es magnitude,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
computer based training software,Educational or reference software,43232500,UNSPSC,exact,Domain-specific & industry
credit adjudication and lending management system calms,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
crime mapping software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
data analysis software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
dictionary software,Educational or reference software,43232500,UNSPSC,exact,Domain-specific & industry
digital mapping software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
educational software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
enggist & grandjean egs f&b control,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
engine analysis software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
esri arcgis,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
esri arcgis software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
esri arcims,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
esri arcinfo,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
esri arcmap,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
esri arcview,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
esri site scan for arcgis,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
esri software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
esri what if?,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
gait analysis software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
geographic information system,Educational or reference software,43232500,UNSPSC,exact,Domain-specific & industry
geographic information system gis databases,Educational or reference software,43232500,UNSPSC,fuzzy,Domain-specific & industry
geographic information system gis software,Educational or reference software,43232500,UNSPSC,fuzzy,Domain-specific & industry
geographic information system gis systems,Educational or reference software,43232500,UNSPSC,fuzzy,Domain-specific & industry
geological mapping software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
geosoft oasis montaj,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
gift registry software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
global positioning system gps software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
google classroom,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
hazardous waste operations and emergency response standard hazwoper training software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
ibbotson portfolio strategist,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
ibm lotus learningspace,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
insurance analysis software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
jda manugistics,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
learning management system lms,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
legislative automative workflow system laws,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
leica geosystems erdas imagine,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
leica geosystems fms,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
logisuite forwarder,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
mapping software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
meddatasolutions regist*r,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
microsurvey fieldgenius,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
microsurvey star*net,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
moodle,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
motion analysis software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
multi-media educational software,Educational or reference software,43232500,UNSPSC,exact,Domain-specific & industry
nutrition analysis software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
online registration software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
oracle learning management,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
packet analysis software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
plangraphics citywide gis utility,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
portfolio analysis software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
postal boundary mapping software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
project analysis and costing software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
qgis,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
realdata comparative lease analysis,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
register transfer language rtl,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
resource and patient management system rpms patient registration software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
risk analysis software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
rockware arcmap,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
root cause analysis software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
route mapping software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
route navigation software,Educational or reference software,43232500,UNSPSC,exact,Domain-specific & industry
sakai cle,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
sales analysis software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
sawtooth composite product mapping cpm,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
schoology,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
sis semci partner,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
site mapping software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
sokkia imap,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
sokkia spectrum survey suite,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
spatial decision support systems sdss software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
special education educational software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
spell checkers,Educational or reference software,43232500,UNSPSC,exact,Domain-specific & industry
sungard higher education banner unified digital campus,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
sungard higher education powerfaids,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
syberworks training center,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
telogis geobase,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
thomson compumark saegis,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
tolerance analysis software,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
training software,Educational or reference software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
trimble sketchup pro,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
trimble terramodel,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
value analysis,Educational or reference software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
voice synthesizer and recognition software,Educational or reference software,43232500,UNSPSC,exact,Domain-specific & industry
accountantsworld payroll relief,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
accounting software,Finance accounting and enterprise resource planning ERP software,43231600,UNSPSC,exact,Enterprise & operations
accounts receivable software,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
adobe audition,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
adobe lifecycle enterprise suite,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
adp drive dms for accounting,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
adp enterprise etime,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
adp enterprise hr,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
