skill_name,category,category_detail,category_source,match_type,broad_bucket
amazon redshift,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
anthropometric databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
apache airflow,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
apache cassandra,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
apache hadoop,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
apache hive,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
apache kafka,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
apache pig,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
apache spark,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
archival databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
archivegrid,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
automated expense reporting system software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
bing for power bi,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
blackbaud crm,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
business intelligence and data analysis software,Data management and query software,43232300,UNSPSC,exact,Data & analytics
business intelligence software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
categorization or classification software,Data management and query software,43232300,UNSPSC,exact,Data & analytics
client databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
clustering software,Data management and query software,43232300,UNSPSC,exact,Data & analytics
constant contact,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
contact management software,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
customer information databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
customer relationship management crm software,Data management and query software,43232300,UNSPSC,exact,Data & analytics
data base management system software,Data management and query software,43232300,UNSPSC,exact,Data & analytics
data base reporting software,Data management and query software,43232300,UNSPSC,exact,Data & analytics
data base user interface and query software,Data management and query software,43232300,UNSPSC,exact,Data & analytics
data mining software,Data management and query software,43232300,UNSPSC,exact,Data & analytics
data recovery software sql server data recovery,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
data warehouse software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
database capacity planning software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
database management software,Data management and query software,43232300,UNSPSC,fuzzy,Data & analytics
database management system dbms,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
database management systems,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
database reporting software,Data management and query software,43232300,UNSPSC,fuzzy,Data & analytics
database security software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
database software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
database systems corp telemation,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
database testing software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
databox,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
design specification database software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
drillingsoftware tubular database,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
energy use ratings databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
esri personal geodatabase,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
extensible business reporting language xbrl,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
facility database software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
google analytics,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
heat software goldmine,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
hubspot software,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
ibm cognos business intelligence,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
ibm digital analytics,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
information retrieval or search software,Data management and query software,43232300,UNSPSC,exact,Data & analytics
internet based mls database software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
jaspersoft business intelligence suite,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
laborsoft laborforce reporting/dashboard manager module,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
law enforcement information databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
logistics management information lmi database software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
lyris hq web-analytics solution,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
maintenance information databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
marketo marketing automation,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
menu and nutrition database software,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
merlin information services databases,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
metadata management software,Data management and query software,43232300,UNSPSC,exact,Data & analytics
