classification,month,total_posts,bucket_communication_and_creative_pct_posts,bucket_communication_and_creative_n_posts,bucket_communication_and_creative_total_mentions,bucket_communication_and_creative_avg_mentions_per_post,bucket_data_and_analytics_pct_posts,bucket_data_and_analytics_n_posts,bucket_data_and_analytics_total_mentions,bucket_data_and_analytics_avg_mentions_per_post,bucket_development_and_infrastructure_pct_posts,bucket_development_and_infrastructure_n_posts,bucket_development_and_infrastructure_total_mentions,bucket_development_and_infrastructure_avg_mentions_per_post,bucket_domain_specific_and_industry_pct_posts,bucket_domain_specific_and_industry_n_posts,bucket_domain_specific_and_industry_total_mentions,bucket_domain_specific_and_industry_avg_mentions_per_post,bucket_enterprise_and_operations_pct_posts,bucket_enterprise_and_operations_n_posts,bucket_enterprise_and_operations_total_mentions,bucket_enterprise_and_operations_avg_mentions_per_post,bucket_security_and_compliance_pct_posts,bucket_security_and_compliance_n_posts,bucket_security_and_compliance_total_mentions,bucket_security_and_compliance_avg_mentions_per_post
Both,2018-05,58,96.55172413793103,56,63,1.0862068965517242,89.65517241379311,52,52,0.896551724137931,1.7241379310344827,1,1,0.017241379310344827,10.344827586206897,6,16,0.27586206896551724,15.517241379310345,9,29,0.5,1.7241379310344827,1,1,0.017241379310344827
Both,2018-06,138,82.6086956521739,114,164,1.1884057971014492,82.6086956521739,114,114,0.8260869565217391,1.4492753623188406,2,2,0.014492753623188406,34.05797101449275,47,66,0.4782608695652174,33.333333333333336,46,75,0.5434782608695652,0.0,0,0,0.0
Both,2018-07,91,97.8021978021978,89,125,1.3736263736263736,97.8021978021978,89,89,0.978021978021978,0.0,0,0,0.0,9.89010989010989,9,28,0.3076923076923077,47.252747252747255,43,71,0.7802197802197802,0.0,0,0,0.0
Both,2018-08,32,100.0,32,34,1.0625,100.0,32,32,1.0,0.0,0,0,0.0,15.625,5,15,0.46875,21.875,7,22,0.6875,0.0,0,0,0.0
Both,2018-09,16,93.75,15,16,1.0,87.5,14,14,0.875,0.0,0,0,0.0,12.5,2,5,0.3125,25.0,4,9,0.5625,0.0,0,0,0.0
Both,2018-10,126,92.06349206349206,116,176,1.3968253968253967,43.65079365079365,55,56,0.4444444444444444,6.349206349206349,8,11,0.0873015873015873,19.841269841269842,25,51,0.40476190476190477,36.507936507936506,46,89,0.7063492063492064,3.9682539682539684,5,6,0.047619047619047616
Both,2018-11,62,88.70967741935483,55,112,1.8064516129032258,51.61290322580645,32,32,0.5161290322580645,19.35483870967742,12,21,0.3387096774193548,45.16129032258065,28,60,0.967741935483871,70.96774193548387,44,80,1.2903225806451613,19.35483870967742,12,13,0.20967741935483872
Both,2018-12,242,94.62809917355372,229,349,1.4421487603305785,47.52066115702479,115,117,0.4834710743801653,3.3057851239669422,8,8,0.03305785123966942,6.6115702479338845,16,51,0.21074380165289255,45.04132231404959,109,167,0.6900826446280992,1.2396694214876034,3,4,0.01652892561983471
Both,2019-01,4559,31.673612634349638,1444,2222,0.4873875849967098,12.678218907655188,578,584,0.12809826716385173,0.9651239306865541,44,62,0.01359947356876508,1.0309278350515463,47,98,0.021495942092564158,13.094976968633473,597,736,0.1614389120421145,0.2632156174599693,12,13,0.0028515025224830006
Both,2019-02,33,81.81818181818181,27,48,1.4545454545454546,63.63636363636363,21,23,0.696969696969697,27.272727272727273,9,31,0.9393939393939394,57.57575757575758,19,31,0.9393939393939394,48.484848484848484,16,36,1.0909090909090908,6.0606060606060606,2,3,0.09090909090909091
Both,2019-03,61,57.377049180327866,35,63,1.0327868852459017,27.868852459016395,17,27,0.4426229508196721,16.39344262295082,10,27,0.4426229508196721,24.59016393442623,15,35,0.5737704918032787,29.508196721311474,18,48,0.7868852459016393,4.918032786885246,3,3,0.04918032786885246
Both,2019-04,179,74.30167597765363,133,244,1.3631284916201116,40.78212290502793,73,76,0.4245810055865922,23.463687150837988,42,71,0.39664804469273746,56.42458100558659,101,212,1.1843575418994414,65.92178770949721,118,219,1.223463687150838,12.29050279329609,22,23,0.12849162011173185
Both,2019-05,160,89.375,143,212,1.325,56.875,91,107,0.66875,25.625,41,76,0.475,41.875,67,155,0.96875,68.75,110,201,1.25625,8.75,14,14,0.0875
Both,2019-06,84,72.61904761904762,61,96,1.1428571428571428,54.76190476190476,46,53,0.6309523809523809,22.61904761904762,19,43,0.5119047619047619,64.28571428571429,54,105,1.25,70.23809523809524,59,119,1.4166666666666667,15.476190476190476,13,14,0.16666666666666666
Both,2019-07,81,83.95061728395062,68,120,1.4814814814814814,64.19753086419753,52,59,0.7283950617283951,24.691358024691358,20,48,0.5925925925925926,58.02469135802469,47,88,1.0864197530864197,74.07407407407408,60,134,1.654320987654321,7.407407407407407,6,6,0.07407407407407407
Both,2019-08,86,81.3953488372093,70,108,1.255813953488372,48.83720930232558,42,44,0.5116279069767442,18.6046511627907,16,33,0.38372093023255816,44.18604651162791,38,81,0.9418604651162791,55.81395348837209,48,102,1.186046511627907,10.465116279069768,9,9,0.10465116279069768
Both,2019-09,117,81.19658119658119,95,167,1.4273504273504274,52.99145299145299,62,78,0.6666666666666666,29.05982905982906,34,53,0.452991452991453,54.7008547008547,64,152,1.2991452991452992,63.24786324786325,74,164,1.4017094017094016,11.11111111111111,13,13,0.1111111111111111
Both,2019-10,186,86.02150537634408,160,292,1.5698924731182795,36.02150537634409,67,72,0.3870967741935484,34.40860215053763,64,81,0.43548387096774194,60.215053763440864,112,352,1.89247311827957,63.97849462365591,119,233,1.2526881720430108,27.419354838709676,51,52,0.27956989247311825
Both,2019-11,186,81.72043010752688,152,302,1.6236559139784945,49.46236559139785,92,118,0.6344086021505376,33.333333333333336,62,87,0.46774193548387094,58.60215053763441,109,243,1.3064516129032258,66.12903225806451,123,286,1.5376344086021505,20.967741935483872,39,46,0.24731182795698925
Both,2019-12,284,90.49295774647888,257,603,2.1232394366197185,23.239436619718308,66,82,0.2887323943661972,15.492957746478874,44,78,0.2746478873239437,77.8169014084507,221,595,2.0950704225352115,75.0,213,407,1.4330985915492958,9.507042253521126,27,31,0.10915492957746478
